id,reactants>reagents>production
US05616579,[N:1]1([CH2:7][c:8]2[cH:9][c:10]([O:14][CH2:15]/[CH:16]=[CH:17]\[CH2:18][NH2:19])[n:11][cH:12][cH:13]2)[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6]1.O[C:25]([c:22]1[cH:21][s:20][cH:24][cH:23]1)=[O:26]>>[N:1]1([CH2:7][c:8]2[cH:9][c:10]([O:14][CH2:15]/[CH:16]=[CH:17]\[CH2:18][NH:19][C:25]([c:22]3[cH:21][s:20][cH:24][cH:23]3)=[O:26])[n:11][cH:12][cH:13]2)[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6]1
US04067720,[CH3:1][N:2]=[C:3]=[O:4].[OH:5][c:6]1[n:7][s:8][c:9]([CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[n:10]1>>[CH3:1][NH:2][C:3](=[O:4])[n:7]1[c:6](=[O:5])[n:10][c:9]([CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[s:8]1
US08580831B2,[F:1][C:2]([CH3:3])([F:4])[c:5]1[cH:6][cH:7][c:8]([CH2:10][n:11]2[n:12][cH:13][c:14]([NH2:16])[n:15]2)[o:9]1.O[C:28]([c:24]1[c:23](-[c:19]2[cH:18][c:17]([CH3:31])[cH:22][cH:21][cH:20]2)[o:27][cH:26][n:25]1)=[O:29]>>[F:1][C:2]([CH3:3])([F:4])[c:5]1[cH:6][cH:7][c:8]([CH2:10][n:11]2[n:12][cH:13][c:14]([NH:16][C:28]([c:24]3[c:23](-[c:19]4[cH:18][c:17]([CH3:31])[cH:22][cH:21][cH:20]4)[o:27][cH:26][n:25]3)=[O:29])[n:15]2)[o:9]1
US06248739B1,CC[O:31][C:29](=O)[C:23](=[CH:22][N:8]([CH:5]1[CH2:4][CH2:3][N:2]([CH3:1])[CH2:7][CH2:6]1)[c:9]1[cH:10][cH:11][c:12]([CH2:15][N:16]2[CH2:17][CH2:18][O:19][CH2:20][CH2:21]2)[cH:13][cH:14]1)[C:24](=[O:25])[O:26][CH2:27][CH3:28]>>[CH3:1][N:2]1[CH2:3][CH2:4][CH:5]([n:8]2[c:9]3[c:10]([cH:11][c:12]([CH2:15][N:16]4[CH2:17][CH2:18][O:19][CH2:20][CH2:21]4)[cH:13][cH:14]3)[c:29](=[O:31])[c:23]([C:24](=[O:25])[O:26][CH2:27][CH3:28])[cH:22]2)[CH2:6][CH2:7]1
US07622583B2,CC(C)(C)OC(=O)[n:8]1[n:9][c:10]([N:17]([CH2:18][CH3:19])[C:20](=[O:21])[c:22]2[n:23][cH:24][c:25]([Cl:43])[cH:26][c:27]2[NH:28][S:29](=[O:30])(=[O:31])[c:32]2[cH:33][c:34]([C:39]([F:40])([F:41])[F:42])[c:35]([Cl:38])[cH:36][cH:37]2)[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12>>[nH:8]1[n:9][c:10]([N:17]([CH2:18][CH3:19])[C:20](=[O:21])[c:22]2[n:23][cH:24][c:25]([Cl:43])[cH:26][c:27]2[NH:28][S:29](=[O:30])(=[O:31])[c:32]2[cH:33][c:34]([C:39]([F:40])([F:41])[F:42])[c:35]([Cl:38])[cH:36][cH:37]2)[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12
US07838681B2,[CH3:1][O:2][C:3](=[O:4])[N:5]1[C@H:6]2[C@@H:7]([CH:8]=[CH:9][CH2:10]1)[O:11][C:12]([NH2:14])=[N:13]2>>[CH3:1][O:2][C:3](=[O:4])[NH:5][CH2:10][CH:9]=[CH:8][c:7]1[cH:6][n:13][c:12]([NH2:14])[o:11]1
US04788206,C[O:2][C:3](/[CH:4]=[CH:5]/[CH:6]=[C:7](/[c:8]1[cH:9][cH:10][c:11]([O:14][CH3:15])[cH:12][cH:13]1)[c:16]1[c:17]([O:22][CH3:23])[cH:18][cH:19][cH:20][cH:21]1)=[O:24]>>[O:2]=[C:3](/[CH:4]=[CH:5]/[CH:6]=[C:7](/[c:8]1[cH:9][cH:10][c:11]([O:14][CH3:15])[cH:12][cH:13]1)[c:16]1[c:17]([O:22][CH3:23])[cH:18][cH:19][cH:20][cH:21]1)[OH:24]
US04329347,[CH3:1][c:2]1[cH:3][c:4](=[O:24])[nH:5][c:6]2[cH:7][cH:8][c:9]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][S:17][c:18]3[n:19][cH:20][cH:21][cH:22][cH:23]3)[cH:10][c:11]12.[O-][I+3]([O-])([O-])[O-:26]>>[CH3:1][c:2]1[cH:3][c:4](=[O:24])[nH:5][c:6]2[cH:7][cH:8][c:9]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][S:17]([c:18]3[n:19][cH:20][cH:21][cH:22][cH:23]3)=[O:26])[cH:10][c:11]12
US08633186B2,[NH2:1][c:2]1[c:3]([C:4]#[N:5])[c:6]([O:10][CH2:11][CH2:12][CH2:13][S:14][CH3:15])[cH:7][cH:8][cH:9]1.Cl[S:16]([NH2:17])(=[O:18])=[O:19]>>[NH:1]([c:2]1[c:3]([C:4]#[N:5])[c:6]([O:10][CH2:11][CH2:12][CH2:13][S:14][CH3:15])[cH:7][cH:8][cH:9]1)[S:16]([NH2:17])(=[O:18])=[O:19]
US05294633,Cl[c:8]1[c:7]([CH:11]=[O:12])[n:6]([CH2:13][c:14]2[cH:15][cH:16][c:17](-[c:20]3[c:21](-[c:26]4[n:27][n:28][n:29][n:30]4[C:31]([c:32]4[cH:33][cH:34][cH:35][cH:36][cH:37]4)([c:38]4[cH:39][cH:40][cH:41][cH:42][cH:43]4)[c:44]4[cH:45][cH:46][cH:47][cH:48][cH:49]4)[cH:22][cH:23][cH:24][cH:25]3)[cH:18][cH:19]2)[c:5]([CH2:1][CH2:2][CH2:3][CH3:4])[n:9]1>>[CH2:1]([CH2:2][CH2:3][CH3:4])[c:5]1[n:6]([CH2:13][c:14]2[cH:15][cH:16][c:17](-[c:20]3[c:21](-[c:26]4[n:27][n:28][n:29][n:30]4[C:31]([c:32]4[cH:33][cH:34][cH:35][cH:36][cH:37]4)([c:38]4[cH:39][cH:40][cH:41][cH:42][cH:43]4)[c:44]4[cH:45][cH:46][cH:47][cH:48][cH:49]4)[cH:22][cH:23][cH:24][cH:25]3)[cH:18][cH:19]2)[c:7]([CH:11]=[O:12])[cH:8][n:9]1
US07514473B2,Br[Br:1].[Cl:7][c:8]1[c:9]([OH:15])[cH:10][cH:11][cH:12][c:13]1[Cl:14]>>[Br:1][c:12]1[cH:11][cH:10][c:9]([OH:15])[c:8]([Cl:7])[c:13]1[Cl:14]
US09073892B2,I[c:17]1[c:16]2[cH:15][c:14]([CH:11]3[CH2:10][CH2:9][N:8]([C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[CH2:13][CH2:12]3)[cH:22][cH:21][c:20]2[n:19]([C:23](=[O:24])[O:25][C:26]([CH3:27])([CH3:28])[CH3:29])[n:18]1.[CH3:31][Si:32]([CH3:33])([CH3:34])[C:35]#[CH:36]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([c:14]2[cH:15][c:16]3[c:17]([C:36]#[C:35][Si:32]([CH3:31])([CH3:33])[CH3:34])[n:18][n:19]([C:23](=[O:24])[O:25][C:26]([CH3:27])([CH3:28])[CH3:29])[c:20]3[cH:21][cH:22]2)[CH2:12][CH2:13]1
US08344137B2,CC[O:3][C:4](=[O:5])[c:6]1[cH:7][c:8]2[c:13]([cH:14][cH:15]1)[NH:12][CH:11]([c:16]1[cH:17][c:18]([NH:22][C:23]([CH3:24])([CH3:25])[C:26](=[O:27])[O:28]C)[cH:19][cH:20][cH:21]1)[C:10]([CH3:30])([CH3:31])[CH2:9]2>>[O:3]=[C:4]([OH:5])[c:6]1[cH:7][c:8]2[c:13]([cH:14][cH:15]1)[NH:12][CH:11]([c:16]1[cH:17][c:18]([NH:22][C:23]([CH3:24])([CH3:25])[C:26](=[O:27])[OH:28])[cH:19][cH:20][cH:21]1)[C:10]([CH3:30])([CH3:31])[CH2:9]2
US09296745B2,Br[c:2]1[n:3][c:4]([CH:8]2[O:9][CH2:10][CH2:11][O:12]2)[cH:5][cH:6][cH:7]1.[O:18]1[CH2:19][C:20](=[O:22])[CH2:21]1>>[c:2]1([C:20]2([OH:22])[CH2:19][O:18][CH2:21]2)[n:3][c:4]([CH:8]2[O:9][CH2:10][CH2:11][O:12]2)[cH:5][cH:6][cH:7]1
US09447139B2,O[C@@H:18]1[CH2:17][C:16]2=[CH:15][CH2:14][C@H:13]3[C@@H:12]4[CH2:11][CH2:10][C@H:9]([C@@H:7]([CH2:6][CH2:5][CH2:4][CH:2]([CH3:1])[CH3:3])[CH3:8])[C@@:27]4([CH3:28])[CH2:26][CH2:25][C@@H:24]3[C@@:22]2([CH3:23])[CH2:21][CH2:20]1.O=P(c1ccccc1)(c1ccccc1)[N:76]=[N+:77]=[N-:78]>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH2:6][C@@H:7]([CH3:8])[C@H:9]1[CH2:10][CH2:11][C@H:12]2[C@@H:13]3[CH2:14][CH:15]=[C:16]4[CH2:17][C@H:18]([N:76]=[N+:77]=[N-:78])[CH2:20][CH2:21][C@:22]4([CH3:23])[C@H:24]3[CH2:25][CH2:26][C@:27]12[CH3:28]
US08765751B2,O=P(Oc1ccccc1)(Oc1ccccc1)O[C:18]1=[CH:23][O:22][CH2:21][CH2:20][N:19]1[C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30].OB(O)[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1>>[C:18]1([c:31]2[cH:32][cH:33][cH:34][cH:35][cH:36]2)=[CH:23][O:22][CH2:21][CH2:20][N:19]1[C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30]
US08242104B2,[CH:1]([CH3:2])([CH3:3])[n:4]1[n:5][cH:6][n:7][c:8]1-[c:9]1[cH:10][n:11]2[c:17]([n:18]1)-[c:16]1[c:15]([cH:22][c:21]([OH:23])[cH:20][cH:19]1)[O:14][CH2:13][CH2:12]2.O[C@@H:25]([C:24](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH3:27]>>[CH:1]([CH3:2])([CH3:3])[n:4]1[n:5][cH:6][n:7][c:8]1-[c:9]1[cH:10][n:11]2[c:17]([n:18]1)-[c:16]1[c:15]([cH:22][c:21]([O:23][C@H:25]([C:24](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH3:27])[cH:20][cH:19]1)[O:14][CH2:13][CH2:12]2
US07001914B2,Br[c:14]1[o:13][c:12]([C:10]([NH:9][C@H:3]2[CH2:2][N:1]3[CH2:6][CH2:5][CH:4]2[CH2:7][CH2:8]3)=[O:11])[cH:16][cH:15]1.OB(O)[c:21]1[cH:20][c:19]([NH2:18])[cH:24][cH:23][cH:22]1>>[N:1]12[CH2:2][C@H:3]([NH:9][C:10](=[O:11])[c:12]3[o:13][c:14](-[c:23]4[cH:22][cH:21][cH:20][c:19]([NH2:18])[cH:24]4)[cH:15][cH:16]3)[CH:4]([CH2:5][CH2:6]1)[CH2:7][CH2:8]2
US07217724B2,CC[Si](CC)(CC)[O:39][C@H:15]([c:12]1[cH:11][cH:10][c:9]([O:8][Si](C)(C)C(C)(C)C)[cH:14][cH:13]1)[CH2:16][NH:17][C@@H:18]([CH2:19][c:20]1[cH:21][nH:22][c:23]2[c:24]([O:29][CH2:30][C:31](=[O:32])[N:33]([CH2:34][CH3:35])[CH2:36][CH3:37])[cH:25][cH:26][cH:27][c:28]12)[CH3:38]>>[OH:8][c:9]1[cH:10][cH:11][c:12]([C@H:15]([CH2:16][NH:17][C@@H:18]([CH2:19][c:20]2[cH:21][nH:22][c:23]3[c:24]([O:29][CH2:30][C:31](=[O:32])[N:33]([CH2:34][CH3:35])[CH2:36][CH3:37])[cH:25][cH:26][cH:27][c:28]23)[CH3:38])[OH:39])[cH:13][cH:14]1
US08163754B2,O=[C:3](O)[C:2](F)(F)F.CCC(CC)[NH:13][c:14]1[c:15]2[n:16][cH:17][n:18]([C@H:37]3[C@H:38]([OH:48])[C@H:39]([OH:47])[C@@H:40]([NH:42][C:43]([CH2:44][CH3:45])=[O:46])[CH2:41]3)[c:19]2[n:20][c:21]([N:23]2[CH2:24][C@H:25]([NH:28][C:29](=[O:30])[NH:31][C@H:32]3[CH2:33][NH:34][CH2:35][CH2:36]3)[CH2:26][CH2:27]2)[n:22]1.O=C(N[C@H]1C[C@@H](n2cnc3c(N[CH2:74][CH:75]([c:76]4[cH:77][cH:78][cH:79][cH:80][cH:81]4)[c:82]4[cH:83][cH:84][cH:85][cH:86][cH:87]4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C1CCC1>>[CH2:2]1[CH2:3][CH:44]([C:43]([NH:42][C@@H:40]2[C@@H:39]([OH:47])[C@@H:38]([OH:48])[C@H:37]([n:18]3[cH:17][n:16][c:15]4[c:14]([NH:13][CH2:74][CH:75]([c:76]5[cH:77][cH:78][cH:79][cH:80][cH:81]5)[c:82]5[cH:83][cH:84][cH:85][cH:86][cH:87]5)[n:22][c:21]([N:23]5[CH2:24][C@H:25]([NH:28][C:29](=[O:30])[NH:31][C@H:32]6[CH2:33][NH:34][CH2:35][CH2:36]6)[CH2:26][CH2:27]5)[n:20][c:19]43)[CH2:41]2)=[O:46])[CH2:45]1
US05698554,CS(=O)[CH2:4][CH2:5][S:6](=[O:7])(=[O:8])[NH:9][CH2:10][CH2:11][CH2:12][c:13]1[cH:14][cH:15][c:16](-[c:19]2[cH:20][cH:21][c:22](=[O:25])[nH:23][n:24]2)[cH:17][cH:18]1>>[CH2:4]=[CH:5][S:6](=[O:7])(=[O:8])[NH:9][CH2:10][CH2:11][CH2:12][c:13]1[cH:14][cH:15][c:16](-[c:19]2[cH:20][cH:21][c:22](=[O:25])[nH:23][n:24]2)[cH:17][cH:18]1
US08653089B2,[F:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([n:8](-[c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[c:9]([CH2:11][NH2:12])[n:10]2)[cH:19]1.Cl[c:21]1[c:22]2[n:23][cH:24][n:25]([CH:30]3[O:31][CH2:32][CH2:33][CH2:34][CH2:35]3)[c:26]2[n:27][cH:28][n:29]1>>[F:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([n:8](-[c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[c:9]([CH2:11][NH:12][c:21]3[c:22]4[n:23][cH:24][n:25]([CH:30]5[O:31][CH2:32][CH2:33][CH2:34][CH2:35]5)[c:26]4[n:27][cH:28][n:29]3)[n:10]2)[cH:19]1
US08263633B2,Br[c:2]1[cH:3][c:4]2[c:5]([s:19]1)-[c:6]1[c:7]([cH:11][c:12]([C:15](=[O:16])[O:17][CH3:18])[cH:13][n:14]1)[O:8][CH2:9][CH2:10]2.OB(O)[c:26]1[c:21]([F:20])[n:22][cH:23][cH:24][cH:25]1>>[c:2]1(-[c:26]2[c:21]([F:20])[n:22][cH:23][cH:24][cH:25]2)[cH:3][c:4]2[c:5]([s:19]1)-[c:6]1[c:7]([cH:11][c:12]([C:15](=[O:16])[O:17][CH3:18])[cH:13][n:14]1)[O:8][CH2:9][CH2:10]2
US08946203B2,CC(C)(C)OC(=O)N1C[CH2:10][N:11]([CH2:14][c:15]2[cH:16][cH:17][c:18]([C@H:21]3[CH2:22][O:23][c:24]4[c:25]([n:26][cH:27][cH:28][cH:29]4)[O:30]3)[cH:19][cH:20]2)[CH2:12][CH2:13]1.CN[CH:34]1CC[S:32](=[O:31])(=[O:39])[CH2:33]1>>[CH3:10][N:11]([CH:12]1[CH2:13][S:32](=[O:31])(=[O:39])[CH2:33][CH2:34]1)[CH2:14][c:15]1[cH:16][cH:17][c:18]([C@H:21]2[CH2:22][O:23][c:24]3[c:25]([n:26][cH:27][cH:28][cH:29]3)[O:30]2)[cH:19][cH:20]1
US07879873B2,Br[c:2]1[n:3][cH:4][cH:5][c:6]([C@H:8]([CH2:9][CH3:10])[NH:11][C:12](=[O:13])[c:14]2[c:15]3[c:16]([cH:17][n:18][cH:19]2)[n:20](-[c:23]2[cH:24][cH:25][c:26]([F:29])[cH:27][cH:28]2)[n:21][cH:22]3)[cH:7]1.[CH3:30][N:31]1[CH2:32][CH2:33][NH:34][CH2:35][CH2:36]1>>[c:2]1([N:34]2[CH2:33][CH2:32][N:31]([CH3:30])[CH2:36][CH2:35]2)[n:3][cH:4][cH:5][c:6]([C@H:8]([CH2:9][CH3:10])[NH:11][C:12](=[O:13])[c:14]2[c:15]3[c:16]([cH:17][n:18][cH:19]2)[n:20](-[c:23]2[cH:24][cH:25][c:26]([F:29])[cH:27][cH:28]2)[n:21][cH:22]3)[cH:7]1
US09409892B2,CC[O:3][C:4]([C:5]([CH2:6][NH:7][C:8](=[O:9])[c:10]1[n:11][c:12]([C:29]#[N:30])[c:13]2[cH:14][c:15]([O:21][c:22]3[cH:23][c:24]([Cl:28])[cH:25][cH:26][cH:27]3)[cH:16][cH:17][c:18]2[c:19]1[OH:20])([CH3:31])[CH3:32])=[O:33]>>[O:3]=[C:4]([C:5]([CH2:6][NH:7][C:8](=[O:9])[c:10]1[n:11][c:12]([C:29]#[N:30])[c:13]2[cH:14][c:15]([O:21][c:22]3[cH:23][c:24]([Cl:28])[cH:25][cH:26][cH:27]3)[cH:16][cH:17][c:18]2[c:19]1[OH:20])([CH3:31])[CH3:32])[OH:33]
US08129380B2,[OH:3][C:4]1([CH3:17])[CH2:5][CH2:6][N:7]([C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[CH2:8][CH2:9]1.I[CH3:18]>>[O:3]([C:4]1([CH3:17])[CH2:5][CH2:6][N:7]([C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[CH2:8][CH2:9]1)[CH3:18]
US06416733B1,CC(C)(C#N)CCC[CH2:16][O:15][c:13]1[c:12]([CH2:25][CH3:26])[cH:11][c:10](-[c:27]2[cH:28][cH:29][c:30]([F:33])[cH:31][cH:32]2)[c:9]([O:8][CH2:1][c:2]2[cH:3][cH:4][cH:5][cH:6][cH:7]2)[cH:14]1.Br[CH2:40][CH2:39][CH2:38][CH2:37][C:36]([C:34]#[N:35])([CH3:42])[CH3:43]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][c:9]1[c:10](-[c:27]2[cH:28][cH:29][c:30]([F:33])[cH:31][cH:32]2)[cH:11][c:12]([CH2:25][CH3:26])[c:13]([O:15][CH2:16][CH2:40][CH2:39][CH2:38][CH2:37][C:36]([C:34]#[N:35])([CH3:42])[CH3:43])[cH:14]1
US07674822B2,[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]2[c:7]([s:8][c:9]1[OH:10])[cH:11][c:12]([Cl:15])[cH:13][cH:14]2.O=S(=O)(C(F)(F)F)[O:19][S:20](=O)(=[O:21])[C:23]([F:24])([F:25])[F:26]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]2[c:7]([s:8][c:9]1[O:10][S:20](=[O:19])(=[O:21])[C:23]([F:24])([F:25])[F:26])[cH:11][c:12]([Cl:15])[cH:13][cH:14]2
US06900215B2,Br[c:2]1[cH:3][n:4][c:5]2[n:6]1[cH:7][cH:8][c:9]([C:11]([F:12])([F:13])[F:14])[n:10]2.OB(O)[c:17]1[c:16]([F:15])[c:21](-[c:22]2[cH:23][cH:24][n:25][cH:26][cH:27]2)[c:20]([F:28])[cH:19][cH:18]1>>[c:2]1(-[c:19]2[cH:18][cH:17][c:16]([F:15])[c:21](-[c:22]3[cH:23][cH:24][n:25][cH:26][cH:27]3)[c:20]2[F:28])[cH:3][n:4][c:5]2[n:6]1[cH:7][cH:8][c:9]([C:11]([F:12])([F:13])[F:14])[n:10]2
US06759410B1,F[c:2]1[c:3]([C:4]#[N:5])[c:6](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:7][cH:8][cH:9]1.[CH2:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[NH2:23]>>[c:2]1([NH:23][CH2:16][c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:3]([C:4]#[N:5])[c:6](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:7][cH:8][cH:9]1
US06284785B1,[F:1][c:2]1[cH:3][cH:4][c:5]([CH:8]2[NH:9][CH2:10][CH2:11][CH2:12]2)[cH:6][cH:7]1.Cl[S:20]([c:17]1[cH:16][cH:15][c:14]([Cl:13])[cH:19][cH:18]1)(=[O:21])=[O:22]>>[F:1][c:2]1[cH:3][cH:4][c:5]([CH:8]2[N:9]([S:20]([c:17]3[cH:16][cH:15][c:14]([Cl:13])[cH:19][cH:18]3)(=[O:21])=[O:22])[CH2:10][CH2:11][CH2:12]2)[cH:6][cH:7]1
US07498327B2,[nH:1]1[cH:2][c:3]([CH2:10][C:11](=[O:12])[OH:13])[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]12.Cl[S:28]([c:27]1[c:20]([Cl:19])[n:21][c:22]2[s:23][cH:24][cH:25][n:26]21)(=[O:29])=[O:30]>>[n:1]1([S:28]([c:27]2[c:20]([Cl:19])[n:21][c:22]3[s:23][cH:24][cH:25][n:26]32)(=[O:29])=[O:30])[cH:2][c:3]([CH2:10][C:11](=[O:12])[OH:13])[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]12
US04495187,[CH3:1][NH2:2].Cl[c:4]1[c:5]2[n:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[n:13]1)[c:14]([CH2:17][CH3:18])[n:15][n:16]2>>[CH3:1][NH:2][c:4]1[c:5]2[n:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[n:13]1)[c:14]([CH2:17][CH3:18])[n:15][n:16]2
US08222245B2,[C:1](#[N:2])[c:3]1[cH:4][c:5]2[c:6]([cH:19][cH:20]1)[CH2:7][N:8]([C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:9][CH2:10][O:11]2.[NH2:22][OH:23]>>[C:1](=[NH:2])([c:3]1[cH:4][c:5]2[c:6]([cH:19][cH:20]1)[CH2:7][N:8]([C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:9][CH2:10][O:11]2)[NH:22][OH:23]
US06362191B1,[CH2:11]([CH3:12])[O:13][C:14](=[O:15])[NH:16][c:17]1[cH:18][cH:19][c:20]([C:21](=[O:22])[c:23]2[n:24]([CH2:28][O:29][CH2:30][CH2:31][Si:32]([CH3:33])([CH3:34])[CH3:35])[cH:25][cH:26][cH:27]2)[cH:36][cH:37]1.[CH3:38][OH:39]>>[C@H:11]1([CH2:38][OH:39])[CH2:12][N:16]([c:17]2[cH:18][cH:19][c:20]([C:21](=[O:22])[c:23]3[n:24]([CH2:28][O:29][CH2:30][CH2:31][Si:32]([CH3:33])([CH3:34])[CH3:35])[cH:25][cH:26][cH:27]3)[cH:36][cH:37]2)[C:14](=[O:15])[O:13]1
US07348359B2,[C:1](/[CH:2]=[CH:3]/[CH3:4])(=[O:5])[O:6][CH3:7].Br[c:38]1[cH:39][cH:40][c:41]2[c:42]([c:43](-[c:46]3[c:47]([O:58][CH2:59][CH3:60])[c:48]([CH:55]([CH3:56])[CH3:57])[cH:49][c:50]([CH:52]([CH3:53])[CH3:54])[cH:51]3)[n:44][o:45]2)[cH:61]1>>[C:1]([CH:2]=[C:3]([CH3:4])[c:38]1[cH:39][cH:40][c:41]2[c:42]([c:43](-[c:46]3[c:47]([O:58][CH2:59][CH3:60])[c:48]([CH:55]([CH3:56])[CH3:57])[cH:49][c:50]([CH:52]([CH3:53])[CH3:54])[cH:51]3)[n:44][o:45]2)[cH:61]1)(=[O:5])[O:6][CH3:7]
US04022778,[Cl:1][c:2]1[cH:3][c:4]2[c:5](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[c:6]3[n:7]([c:8]2[cH:9][cH:10]1)[CH2:11][CH2:12][NH:13][C:14]3=[O:15].ClC[CH2:28][CH2:27][N:25]([CH3:24])[CH3:26].CN(C=O)[CH3:32]>>[Cl:1][c:2]1[cH:3][c:4]2[c:5](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[c:6]3[n:7]([c:8]2[cH:9][cH:10]1)[CH2:11][CH2:12][N:13]([CH2:32][CH:27]([N:25]([CH3:24])[CH3:26])[CH3:28])[C:14]3=[O:15]
US09156827B2,[CH3:1][O:2][c:3]1[c:4]([C:13]2=[CH:14][CH2:15][N:16]([C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[CH2:17][CH2:18]2)[c:5]2[c:6]([cH:11][cH:12]1)[C:7](=[O:10])[CH2:8][O:9]2>>[CH3:1][O:2][c:3]1[c:4]([CH:13]2[CH2:14][CH2:15][N:16]([C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[CH2:17][CH2:18]2)[c:5]2[c:6]([cH:11][cH:12]1)[C:7](=[O:10])[CH2:8][O:9]2
US08980934B2,O=[C:4]([CH:1]1[CH2:2][CH2:3]1)[c:6]1[s:7][cH:8][cH:9][n:10]1.[BH3-]C#[N:13]>>[CH:1]1([CH:4]([c:6]2[s:7][cH:8][cH:9][n:10]2)[NH2:13])[CH2:2][CH2:3]1
US05530138,[F:1][c:2]1[cH:3][cH:4][c:5]([NH:12][CH:13]=[O:14])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12.Cl[CH2:16][C:17]12[CH2:18][CH2:19][CH2:20][N:21]1[CH2:22][CH2:23][CH2:24]2>>[F:1][c:2]1[cH:3][cH:4][c:5]([N:12]([CH:13]=[O:14])[CH2:16][C:17]23[CH2:18][CH2:19][CH2:20][N:21]2[CH2:22][CH2:23][CH2:24]3)[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12
US08586579B2,[O:4]1[CH2:5][CH2:6][c:7]2[c:8]([N:13]3[CH2:14][CH2:15][N:16]([CH2:19][CH2:20][C@@H:21]4[CH2:22][CH2:23][C@@H:24]([NH2:27])[CH2:25][CH2:26]4)[CH2:17][CH2:18]3)[n:9][cH:10][cH:11][c:12]21.O[C:33]([c:32]1[cH:31][n:30][c:29]([CH3:28])[cH:37][cH:36]1)=[O:34]>>[O:4]1[CH2:5][CH2:6][c:7]2[c:8]([N:13]3[CH2:14][CH2:15][N:16]([CH2:19][CH2:20][C@@H:21]4[CH2:22][CH2:23][C@@H:24]([NH:27][C:33]([c:32]5[cH:31][n:30][c:29]([CH3:28])[cH:37][cH:36]5)=[O:34])[CH2:25][CH2:26]4)[CH2:17][CH2:18]3)[n:9][cH:10][cH:11][c:12]21
